placename,alma_id,title,date,start_year,end_year,ie_id,image_id
Healesville,9917714683607636,"ALLAMBIE, HEALESVILLE, VIC. [picture]",[c1920-1954],1954,1954,IE863897,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE863897:FL21244127.jpg
Healesville,9917701873607636,"""The Wattles,"" Healesville, Vic.",[between 1920 and 1954?],1920,1954,IE886906,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE886906:FL21246987.jpg
Hedley,9921617193607636,"Vivaleigh, Numeralla Estate, Hedley [picture].",1907.,1907,1907,IE1884508,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1884508:FL21116320.jpg
Hedley,9921584763607636,"Afternoon tea at ""Vivaleigh"" [picture].",1917.,1917,1917,IE1889123,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1889123:FL21116958.jpg
Hedley,9921575613607636,Showing original growth of Titree [ie. Ti-tree] scrub [picture].,1922.,1922,1922,IE1849234,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1849234:FL21116382.jpg
Hedley,9939660864707636,Vivaleigh Hedley (Numeralla Estate),[ca. 1908-ca. 1922],1908,1922,IE5695860,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE5695860:FL21116666.jpg
Hedley,9939656701007636,Vivaleigh Hedley (Numeralla Estate),[ca. 1908-ca. 1922],1908,1922,IE1901994,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1901994:FL21116712.jpg
Hedley,9939653509807636,Vivaleigh Hedley (Numeralla Estate),[ca. 1908-ca. 1922],1908,1922,IE5743205,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE5743205:FL21116422.jpg
Hedley,9939649722907636,Vivaleigh Hedley (Numeralla Estate),[ca. 1908-ca. 1922],1908,1922,IE5728152,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE5728152:FL21116462.jpg
Hedley,9935007803607636,"The Church of the Transfiguration, Hedley, being re blocked.",[between 1910 and 1954],1910,1954,IE1849276,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1849276:FL21136993.jpg
Hedley,9921617613607636,"""Numeralla"" Southdowns [ram] [picture].",1916.,1916,1916,IE1859718,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1859718:FL21116698.jpg
Hedley,9921572553607636,"Per kangaroo & wallaby at ""Vivaleigh"", Hedley [picture].",1915.,1915,1915,IE1866157,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1866157:FL21115818.jpg
Hedley,9921617253607636,"""Vivaleigh"" Hom[estead?], Numeralla Estate, Hedley, South Gippsland [picture].",1922.,1922,1922,IE1913574,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1913574:FL21116366.jpg
Hedley,9921584813607636,"Dad's kelpie pups at ""Vivaleigh"", Hedley (C.C. Rossiter) [picture].",[ca. 1916],1916,1916,IE1856391,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1856391:FL21117032.jpg
Hedley,9921570563607636,Hedley S. School pupils [picture].,1917.,1917,1917,IE1867226,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1867226:FL21115200.jpg
Heidelberg,9937912433607636,"Heidelberg grows out to Rosanna, Vic.",1927?,1927,1927,IE20616191,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20616191:FL21266998.jpg
Heidelberg,9917697543607636,A WALK FROM KEW TO HEIDELBERG [VIC.] [picture],"February 1, 1890.",1890,1890,IE843319,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE843319:FL21066675.jpg
Heidelberg,9917641293607636,"Front View, Heidelberg Military Hospital, Heidelberg, Vic.",[between 1920 and 1954?],1920,1954,IE886494,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE886494:FL21255983.jpg
Heidelberg,9917640653607636,"Front View Heidelberg Military Hospital, Heidelberg, Vic.",[between 1920 and 1954?],1920,1954,IE881524,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE881524:FL21255207.jpg
Heidelberg,9917182073607636,The Yarra - Heidelberg.,1895.,1895,1895,IE519542,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE519542:FL20905105.jpg
Heidelberg,9917063043607636,Heidelberg Post Office [picture],[1917-1930],1917,1930,IE436832,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE436832:FL21225296.jpg
Heidelberg,9916624693607636,"Back of Old England Heidelberg, Feb. 96 [art original] / Chas S Bennett.",1896.,1896,1896,IE1410462,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1410462:FL20897439.jpg
Heidelberg,9939659549007636,Heidelberg. The city of streams.,1924/1934,1924,1934,IE1348669,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1348669:FL21277035.jpg
Heidelberg,9922995863607636,Pool at Heidelberg [picture] / J. H. H.,[between 1875 and 1938],1875,1938,IE160101,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE160101:FL21280342.jpg
Heidelberg,9920446993607636,Heidelberg 1880 [art original],1880.,1880,1880,IE1457155,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1457155:FL20896371.jpg
Heidelberg,9917714513607636,"OLD CLOCK, AUSTIN HOSPITAL, HEIDELBERG. [picture]",[c1920-1954],1954,1954,IE899088,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE899088:FL21251009.jpg
Heidelberg,9916836223607636,Heidelberg from Bradley's verandah [art original] / Chas S Bennett.,1896 Feb.,1896,1896,IE1419865,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1419865:FL20897611.jpg
Heidelberg,9939665802107636,Heidelberg. The city of streams.,1924,1924,1924,IE1264897,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1264897:FL20972761.jpg
Heidelberg,9939657179107636,Heidelberg. The city of streams.,1924,1924,1924,IE1252297,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1252297:FL20966309.jpg
Heidelberg,9939653403107636,Heidelberg. The city of streams.,1924,1924,1924,IE1485807,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1485807:FL21277045.jpg
Heidelberg,9939652394307636,Heidelberg. The city of streams.,1924,1924,1924,IE1426172,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1426172:FL20997152.jpg
Heidelberg,9939651680307636,Heidelberg. The city of streams.,1924,1924,1924,IE1348787,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1348787:FL20984842.jpg
Heidelberg,9939649885207636,Heidelberg. The city of streams.,1924,1924,1924,IE1252624,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1252624:FL20968681.jpg
Heidelberg,9918022143607636,"St John's Church, Heidelberg, [Vic.] [picture] / Colin Caldwell.",[ca. 1950],1950,1950,IE1226229,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1226229:FL20959128.jpg
Heidelberg,9939670597907636,Heidelberg and district,[ca. 1880-ca. 1900],1880,1900,IE1532960,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1532960:FL20899437.jpg
Heidelberg,9939664402107636,Heidelberg and district,1880/1900,1880,1900,IE1350058,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1350058:FL20899481.jpg
Heidelberg,9939659832607636,Heidelberg and district,[ca. 1880-ca. 1900],1880,1900,IE1349847,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1349847:FL20899519.jpg
Heidelberg,9939654545807636,Heidelberg and district,1880/1900,1880,1900,IE1314716,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1314716:FL20899313.jpg
Heidelberg,9939653256307636,Heidelberg and district,[ca. 1880-ca. 1900],1880,1900,IE1369087,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1369087:FL20899397.jpg
Heidelberg,9939653073907636,Heidelberg and district,[ca. 1880-ca. 1900],1880,1900,IE1314803,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1314803:FL20899557.jpg
Heidelberg,9939651842007636,Heidelberg and district,[ca. 1880-ca. 1900],1880,1900,IE1253362,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1253362:FL20899352.jpg
Heidelberg,9932351043607636,Scene at Heidelberg - A joyous Christmas.,[1918?],1918,1918,IE1509313,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1509313:FL21265847.jpg
Heidelberg,9920448793607636,At Heildelberg [art original],[ca. 1880],1880,1880,IE1485429,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1485429:FL20896315.jpg
Heidelberg,9918574233607636,"View near Heidelberg, the Yarra flooded, Victoria [picture].",[ca. 1858],1858,1858,IE1338268,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1338268:FL20761843.jpg
Heidelberg,9917221303607636,"On Yarra Yarra, Heidelberg [picture] / Fergusson & Mitchell.",[1890],1890,1890,IE1331918,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1331918:FL20897401.jpg
Heidelberg,9916809643607636,Vale of Heidelberg near Melbourne [picture],1847.,1847,1847,IE1437551,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1437551:FL21260861.jpg
Heidelberg,9916558393607636,Yarra Yarra Heidelberg Punt 12 Apr. 1855 [art original].,1855 Apr. 12.,1855,1855,IE1351917,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1351917:FL20891945.jpg
Heidelberg,9916520803607636,Picnic at Heidelberg to the inmates of the Yarra Bend. [picture],"January 24, 1867.",1867,1867,IE531485,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE531485:FL21140740.jpg
Heidelberg,9920448743607636,"Church of England, Heildelberg [art original]",[ca. 1880.,1880,1880,IE1449331,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1449331:FL20896349.jpg
Heidelberg,9918005313607636,Heidelberg (Warringall) [ie. Waringal] Victoria [picture],[ca.1940?],1940,1940,IE1173840,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1173840:FL21009489.jpg
Heidelberg,9916614393607636,"[Farmhouse, Fairy Hills, from Heidelberg] [picture] / S.J.",1909.,1909,1909,IE1334447,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1334447:FL20895463.jpg
Heidelberg,9927361693607636,"Austin Hospital, Heidelberg.",[approximately 1890],1890,1890,IE1457567,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1457567:FL20894603.jpg
Hepburn Springs,9917708963607636,"THE KIOSK. HEPBURN SPRINGS, VIC. [picture]",[ca. 1950],1950,1950,IE1446904,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1446904:FL21001548.jpg
Hepburn Springs,9916587493607636,ON THE HEPBURN SPRINGS NEAR DAYLESFORD. [picture],[ca. 1913-ca. 1935],1913,1935,IE1477434,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1477434:FL21266521.jpg
Hepburn Springs,9916587323607636,PANORAM[A] OF HEPBURN SPRINGS. [picture],[ca. 1913-ca. 1935],1913,1935,IE1481587,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1481587:FL21266808.jpg
Hepburn Springs,9939666434107636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1426943,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1426943:FL20997414.jpg
Hepburn Springs,9939661575107636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1334263,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1334263:FL20979461.jpg
Hepburn Springs,9939659833507636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1361641,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1361641:FL20988347.jpg
Hepburn Springs,9939658137907636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1355571,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1355571:FL20984359.jpg
Hepburn Springs,9939657409807636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1281549,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1281549:FL20974053.jpg
Hepburn Springs,9939655656307636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1359244,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1359244:FL20985846.jpg
Hepburn Springs,9939655063607636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1253284,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1253284:FL20969123.jpg
Hepburn Springs,9939653277707636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1281909,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1281909:FL20972141.jpg
Hepburn Springs,9939651818007636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1427105,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1427105:FL20998902.jpg
Hepburn Springs,9939651659607636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1253218,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1253218:FL20968527.jpg
Hepburn Springs,9939650404107636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1427315,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1427315:FL20996832.jpg
Hepburn Springs,9939650343007636,Hepburn Springs  Victoria,[ca. 1920],1920,1920,IE1355438,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1355438:FL20983085.jpg
Hepburn Springs,9917668093607636,"""Bellizona"", Hepburn Springs, Vic.",[between 1920 and 1954?],1920,1954,IE886868,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE886868:FL21256759.jpg
Hepburn Springs,9917665863607636,"Dudley House, Hepburn Springs, Vic.",[between 1920 and 1954?],1920,1954,IE894268,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE894268:FL21241219.jpg
Hepburn Springs,9917331613607636,"Mineral Springs Hotel, Hepburn Springs, Vic.",[between 1920 and 1954?],1920,1954,IE898486,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE898486:FL21241303.jpg
Hepburn Springs,9917330783607636,"At The Kiosk, Hepburn Springs, Vic.",[between 1920 and 1954?],1920,1954,IE893413,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE893413:FL21254033.jpg
Hepburn Springs,9917324213607636,"Near Hepburn Springs, Daylesford, Victoria.",[between 1920 and 1954?],1920,1954,IE898876,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE898876:FL21242639.jpg
Hepburn Springs,9917324073607636,"At Hepburn Springs, Daylesford, Victoria.",[between 1920 and 1954?],1920,1954,IE882054,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE882054:FL21242399.jpg
Hepburn Springs,9916587513607636,Views of Hepburn Springs [picture],[ca. 1913-ca. 1954],1913,1954,IE1465915,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1465915:FL21266023.jpg
Hepburn Springs,9917720493607636,"""BELLINZONA"" HEPBURN SPRINGS, VIC. [picture]",[c1920-1954],1954,1954,IE866945,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE866945:FL21249035.jpg
Hepburn Springs,9917720303607636,"""DUDLEY HOUSE"" HEPBURN SPRINGS, VIC. [picture]",[c1920-1954],1954,1954,IE874790,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE874790:FL21245473.jpg
Hepburn Springs,9917719953607636,"""HEPBURN HOUSE"", HEPBURN SPRINGS, VIC. [picture]",[c1920-1954],1954,1954,IE896252,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE896252:FL21245741.jpg
Hepburn Springs,9917713053607636,"""LULWORTH"" HEPBURN SPRINGS, VIC. [picture]",[c1920-1954],1954,1954,IE864470,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE864470:FL21255020.jpg
Hepburn Springs,9917713033607636,"""MOOLTAN"" GUEST HOUSE, HEPBURN SPRINGS, VIC. [picture]",[c1920-1954],1954,1954,IE892013,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE892013:FL21257533.jpg
Hepburn Springs,9916436063607636,HEPBURN CHALET. [picture],[c1920-1954],1954,1954,IE885573,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE885573:FL21247133.jpg
Hepburn Springs,9916423393607636,"THE NEW CHALET, HEPBURN SPRINGS, VIC. [picture]",[c1920-1954],1954,1954,IE865178,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE865178:FL21244777.jpg
Hepburn Springs,9922701713607636,Hepburn Springs. Daylesford [picture] / J. H. Harvey.,[between 1875 and 1935],1875,1935,IE139563,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE139563:FL20990703.jpg
Hepburn Springs,9917674993607636,"""Dudley House"", Hepburn Springs, Vic..",[between 1920 and 1954?],1920,1954,IE878991,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE878991:FL21258461.jpg
Hepburn Springs,9922680473607636,At Hepburn Springs - Daylesford [picture] / J. H. Harvey.,[ca. 1900-ca.1930],1900,1930,IE142693,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE142693:FL20997468.jpg
Hepburn Springs,9917602923607636,THE NEW DAYLESFORD RAILWAY. [picture],"April 10, 1880.",1880,1880,IE786503,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE786503:FL21063807.jpg
Hepburn Springs,9918613233607636,"Deserted diggings at Spring Creek, Victoria [picture].",[ca. 1859 - ca. 1863],1859,1863,IE1304046,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1304046:FL20761791.jpg
Heyfield,9937400833607636,Heyfield.,[1910?],1910,1910,IE20615186,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20615186:FL21267549.jpg
Heywood,9917062953607636,Heywood Post Office [picture],[1917-1930],1917,1930,IE510048,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE510048:FL21225318.jpg
Highton,9917969243607636,"On the road to Highton, near Geelong [Vic.] [picture] / Fred Kruger.",[1880],1880,1880,IE1894595,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1894595:FL21099062.jpg
Hopetoun,9917720963607636,"IN AND AROUND HOPETOUN, [Vic.] [picture]","March 1, 1894.",1894,1894,IE809556,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE809556:FL21069369.jpg
Hopetoun,9917063003607636,Hopetoun Post Office [picture],[1917-1930],1917,1930,IE436837,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE436837:FL21225338.jpg
Hopetoun,9929771353607636,"Lascelles Street, Hopetoun.",[1910?],1910,1910,IE1472849,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1472849:FL21267803.jpg
Hopetoun,9918067403607636,"The State School, Hopetoun [Vic.] [picture] / Valentine & Sons Publishing Co.","[ca. 1920""s]",1920,1920,IE1861818,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1861818:FL21106386.jpg
Horsham,9916417633607636,CAMPING GROUND HORSHAM. VIC. [picture],[c1920-1954],1954,1954,IE882060,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE882060:FL21245777.jpg
Horsham,9917717483607636,"FIREBRACE STREET, HORSHAM, VIC. [picture]",[c1920-1954],1954,1954,IE895631,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE895631:FL21248475.jpg
Horsham,9917640313607636,"War Memorial, Swimming Pool & Cenotaph, Horsham, Vic.",[between 1920 and 1954?],1920,1954,IE898403,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE898403:FL21245683.jpg
Horsham,9917259903607636,"T. & G. Corner, Horsham, Vic.",[between 1920 and 1954?],1920,1954,IE898092,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE898092:FL21255007.jpg
Horsham,9917063063607636,Horsham Post Office [picture],[1917-1930],1917,1930,IE439550,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE439550:FL21225358.jpg
Horsham,9917720943607636,In and around Horsham [Vic.] [picture],"March 1, 1894.",1894,1894,IE659833,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE659833:FL21069361.jpg
Horsham,9937861823607636,"View on the Wimmera River, Horsham.",[between 1920 and 1930?],1920,1930,IE20615311,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20615311:FL21268195.jpg
Horsham,9921808513607636,[Two unidentified women] [picture] / S.G. Cahill.,[ca. 1919-ca. 1930],1919,1930,IE1909526,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1909526:FL21118960.jpg
Horsham,9921808453607636,[Unidentified man and woman] [picture] / S.G. Cahill.,[ca. 1919-ca. 1930],1919,1930,IE1861282,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1861282:FL21118888.jpg
Horsham,9917717723607636,"FIREBRACE STREET, HORSHAM, VIC. [picture]",[c1920-1954],1954,1954,IE874691,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE874691:FL21256777.jpg
Horsham,9917056823607636,Horsham [picture],[ca. 1897-ca. 1899],1897,1899,IE473475,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE473475:FL21224702.jpg
Horsham,9917259073607636,"Noske Bros. Flourmill, Horsham, Vic.",[between 1920 and 1954?],1920,1954,IE892523,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE892523:FL21244431.jpg
Horsham,9939663867207636,"Visit To Horsham, Vict., Dec. 1909",1909.,1909,1909,IE128724,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE128724:FL20976633.jpg
Horsham,9939662272407636,Horsham and Horsham Weir,1906.,1906,1906,IE264484,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE264484:FL21471059.jpg
Horsham,9939654596707636,Horsham and Horsham Weir,1906.,1906,1906,IE187560,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE187560:FL21471093.jpg
Horsham,9939654027507636,"Visit To Horsham, Vict., Dec. 1909.",1909.,1909,1909,IE853699,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE853699:FL21365019.jpg
Horsham,9939650943507636,"""Visit To Horsham, Vict., Dec. 1909""",1909.,1909,1909,IE645119,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE645119:FL21364999.jpg
Horsham,9939650030807636,Horsham and Horsham Weir,1906.,1906,1906,IE230250,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE230250:FL21471015.jpg
Horsham,9939648984207636,"""Visit To Horsham, Vict., Dec. 1909""",1909.,1909,1909,IE648108,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE648108:FL21365011.jpg
Horsham,9926020813607636,"Horsham, 1886.",1886.,1886,1886,IE1452101,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1452101:FL20781008.jpg
Horsham,9917262973607636,"T.B. Chalet & Hospital, Horsham, Vic.",[between 1920 and 1954?],1920,1954,IE877972,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE877972:FL21254043.jpg
Horsham,9917260493607636,"Botanical Gardens, Horsham, Vic.",[between 1920 and 1954?],1920,1954,IE871417,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE871417:FL21257725.jpg
Horsham,9916854363607636,Commercial Bank Horsham Victoria [picture],[1888-1889],1888,1889,IE1915111,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1915111:FL21093023.jpg
Horsham,9939669873407636,Souvenir of the Horsham and District High School,1926,1926,1926,IE1128690,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1128690:FL21003051.jpg
Horsham,9939669155007636,"Horsham, Victoria.",1941.,1941,1941,IE20876455,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20876455:FL20876875.jpg
Horsham,9939666269507636,Souvenir of the Horsham and District High School,1926,1926,1926,IE1129144,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1129144:FL21006449.jpg
Horsham,9939662741607636,Souvenir of the Horsham and District High School,1926,1926,1926,IE1128017,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1128017:FL21003229.jpg
Horsham,9939658965607636,"Horsham, Victoria.",1941.,1941,1941,IE20876350,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20876350:FL20876719.jpg
Horsham,9939658542007636,Souvenir of the Horsham and District High School,1926,1926,1926,IE1125464,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1125464:FL21005142.jpg
Horsham,9939654010907636,Souvenir of the Horsham and District High School,1926,1926,1926,IE1129451,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1129451:FL21003219.jpg
Horsham,9939653779407636,Souvenir of the Horsham and District High School,1926,1926,1926,IE1148558,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1148558:FL21002885.jpg
Horsham,9939651145107636,Souvenir of the Horsham and District High School,1926,1926,1926,IE1127387,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1127387:FL21004450.jpg
Horsham,9939650909807636,Souvenir of the Horsham and District High School,1926,1926,1926,IE1150808,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1150808:FL21009587.jpg
Horsham,9922993903607636,Lill & Jack Farmer [picture] / H. Liddiard.,[ca. 1899-ca. 1902],1899,1902,IE1877192,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1877192:FL21118896.jpg
Hotham,9917422453607636,"Touring, Mt. Hotham.",[between 1945 and 1954?],1945,1954,IE1068890,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1068890:FL20940189.jpg
Hotham,9916786023607636,"Snow scene, Mt. Hotham, Vic. / Vic. Rly. Photo.",[circa 1950?],1950,1950,IE452835,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE452835:FL20879305.jpg
Hotham,9922843893607636,Summit of Mt. Hotham from Bowsteads [picture] / J. H. Harvey.,[between 1875 and 1938],1875,1938,IE817148,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE817148:FL21282544.jpg
Hotham,9916786063607636,"The Chalet, Hotham Heights, Vic. / Vic. Rly. Photo.",[circa 1950],1950,1950,IE510739,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE510739:FL20879340.jpg
Hotham,9940705958007636,Mount Hotham snow scene with building.,[between 1945 and 1954?],1945,1954,IE1062487,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1062487:FL20934901.jpg
Hotham,9936930173607636,"Hotham site selection committee, February 1945.",[February 1945],1945,1945,IE23333355,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE23333355:FL23334006.jpg
Hotham,9936166563607636,"Snow on Mt. Hotham, Mt. Blowhard in the distance  / N.J.C.",[between 1891 and 1893],1891,1893,IE20990972,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20990972:FL20998758.jpg
Hotham,9936166333607636,Mount Hotham.,[between 1891 and 1893],1891,1893,IE20992065,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20992065:FL20997110.jpg
Hotham,9939666987107636,Skiing on Mount Hotham - Wangaratta Ski Club,1937-1938.,1937,1938,IE785263,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE785263:FL21057482.jpg
Hotham,9939665699107636,"Victorian Alps and Wangaratta Ski Club, Mt. Hotham, Mt Feathertop Vic.",[1937 - 1938],1937,1938,IE790364,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE790364:FL21057396.jpg
Hotham,9939664539407636,"Victorian Alps and Wangaratta Ski Club, Mt. Hotham, Mt Feathertop Vic.",[1937 - 1938],1937,1938,IE703624,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE703624:FL21057392.jpg
Hotham,9939659516407636,"Victorian Alps and Wangaratta Ski Club, Mt. Hotham, Mt Feathertop Vic.",[1937 - 1938],1937,1938,IE854870,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE854870:FL21057384.jpg
Hotham,9939659326107636,Skiing on Mount Hotham - Wangaratta Ski Club,1937-1938.,1937,1938,IE622877,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE622877:FL21057478.jpg
Hotham,9939657468407636,"Don and Elspeth Bennett and friends at Mt. Hotham, Victoria",[between 1930 and 1954],1930,1954,IE20811646,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20811646:FL20811828.jpg
Hotham,9939655571407636,"Victorian Alps and Wangaratta Ski Club, Mt. Hotham, Mt Feathertop Vic.",[1937 - 1938],1937,1938,IE145478,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE145478:FL21001594.jpg
