placename,alma_id,title,date,start_year,end_year,ie_id,image_id
Abbotsford,9938854853607636,"Aerial view of Abbotsford, Victoria.",1 April 1954,1954,1954,IE21718575,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21718575:FL21782612.jpg
Abbotsford,9938854843607636,"Aerial view of Abbotsford, Victoria.",19 February 1953,1953,1953,IE21717415,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21717415:FL21783876.jpg
Abbotsford,9917156513607636,[Clifton Hill and surrounds from Studley Park] [picture],[ca. 1882],1882,1882,IE1367163,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1367163:FL20759827.jpg
Abbotsford,9916578523607636,Abbotsford & Johnston St. Bridge from Studley Park [picture],[ca. 1870-ca. 1880],1870,1880,IE646857,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE646857:FL21058847.jpg
Abbotsford,9917112033607636,[St Helliers Homestead and old Johnston St. Bridge] [picture],[ca. 1863-ca.1870],1863,1870,IE451586,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE451586:FL20882779.jpg
Abbotsford,9917111973607636,Johnstone St. Bridge Abbotsford [picture],[ca.1873-ca. 1882],1873,1882,IE400638,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE400638:FL20882803.jpg
Abbotsford,9922956493607636,"North-west corner of Bloomburg and Russell Streets, Abbotsford [picture]",[ca. 194-?].,,,IE72376,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE72376:FL21312476.jpg
Abbotsford,9916560353607636,The Yarra near Studley Park [picture].,[ca. 1858],1858,1858,IE573937,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE573937:FL21226156.jpg
Abbotsford,9917988613607636,"The Good Shepherd Convent, Abbotsford, Victoria, founded 1863 [picture].",[ca. 1910],1910,1910,IE1148241,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1148241:FL21005448.jpg
Abbotsford,9916578853607636,View on the Yarra at Abbotsford [picture],[ca. 1870-ca. 1880],1870,1880,IE682284,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE682284:FL21059930.jpg
Abbotsford,9916558333607636,Yarra Yarra 20th Apr. 1855 [art original] / Eugene von Guerard.,"Apr. 20, 1855.",1855,1855,IE1332908,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1332908:FL20893715.jpg
Abbotsford,9939650774207636,Exterior of Elliot & Dibb. Warehouse  offices.,1938?,1938,1938,IE20333642,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20333642:FL20793649.jpg
Abbotsford,9939649135707636,Exterior of Elliot & Dibb. Warehouse  offices.,1938?,1938,1938,IE20333192,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20333192:FL20793994.jpg
Abbotsford,9922531013607636,"[Livingstone Shoes Pty Ltd, 268 Langridge Street, Abbotsford] [picture].",[ca. 1946 - ca. 1949].,1946,1949,IE1314831,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1314831:FL20763822.jpg
Abbotsford,9917962433607636,"Yarra Falls mill [Abbotsford, Vic.] [picture] / Darge.",1920.,1920,1920,IE1860276,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1860276:FL21099750.jpg
Aberfeldie,9923084593607636,"Aberfeldie Grade VA, 1949 [Aberfeldie Primary School] [picture].",1949.,1949,1949,IE1881247,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1881247:FL21118948.jpg
Aberfeldie,9923084583607636,"Aberfeldie Grade 1E, 1949 [Aberfeldie Primary School] [picture].",1949.,1949,1949,IE1901975,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1901975:FL21118988.jpg
Aberfeldie,9923084493607636,"Aberfeldie Grade IIIA, 1947 [Aberfeldie Primary School] [picture].",1947.,1947,1947,IE1846563,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1846563:FL21118890.jpg
Aberfeldie,9923084443607636,"Aberfeldie grade VA, 1954 [Aberfeldie Primary School] [picture].",1954.,1954,1954,IE1866325,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1866325:FL21118850.jpg
Acheron,9939663837107636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1026285,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1026285:FL20937239.jpg
Acheron,9939648721007636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1057193,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1057193:FL20934955.jpg
Acheron,9939667643007636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1063325,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1063325:FL20941193.jpg
Acheron,9939658827807636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1063189,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1063189:FL20939957.jpg
Acheron,9939658345207636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1067445,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1067445:FL20940453.jpg
Acheron,9939656166307636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1069277,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1069277:FL20941519.jpg
Acheron,9939654941307636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1056774,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1056774:FL20937493.jpg
Acheron,9939654455507636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1055634,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1055634:FL20934467.jpg
Acheron,9939651550807636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1042501,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1042501:FL20937129.jpg
Acheron,9939650252307636,"Acheron Way, Warburton.",[ca. 1945-ca. 1954],1945,1954,IE1024721,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1024721:FL20934799.jpg
Agnes,9922861593607636,"Mrs Ellis taken at Sunny Glen, Agnes, 1944 [picture].",1944.,1944,1944,IE1859733,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1859733:FL21118920.jpg
Aireys Inlet,9916417853607636,"EAGLE ROCK, AIREYS INLET, VIC. [picture]",[c1920-1954],1954,1954,IE894642,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE894642:FL21244479.jpg
Aireys Inlet,9917331983607636,"View At Airey's Inlet, Vic. / Rose Stereograph Company.",[between 1920 and 1954?],1920,1954,IE892512,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE892512:FL21251711.jpg
Aireys Inlet,9917331953607636,"Looking From The Big Hill To Airey's Inlet, Vic. / Rose Stereograph Company.",[between 1920 and 1954?],1920,1954,IE881063,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE881063:FL21241645.jpg
Aireys Inlet,9917331933607636,"The Big Hill, Near Airey's Inlet, Victoria / Rose Stereograph Company.",[between 1920 and 1954?],1920,1954,IE889755,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE889755:FL21241575.jpg
Aireys Inlet,9917331923607636,"At The Big Hill, Near Airey's Inlet, Victoria / Rose Stereograph Company.",[between 1920 and 1954?],1920,1954,IE889915,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE889915:FL21256345.jpg
Aireys Inlet,9917331873607636,"Road To The Fern Gully, Airey's Inlet, Vic. / Rose Stereograph Company.",[between 1920 and 1954?],1920,1954,IE891931,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE891931:FL21256276.jpg
Aireys Inlet,9917318403607636,"Panorama Of Aireys Inlet, Vic.",[between 1920 and 1954?],1920,1954,IE889160,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE889160:FL21242433.jpg
Aireys Inlet,9917317733607636,"Selby Guest House & Cafe, Looking To Beach & River, Airey's Inlet, Vic.",[between 1920 and 1954?],1920,1954,IE890047,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE890047:FL21253469.jpg
Aireys Inlet,9917331843607636,"Panorama From The Lighthouse, Airey's Inlet, Vic.",[between 1920 and 1954?],1920,1954,IE889043,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE889043:FL21256237.jpg
Aireys Inlet,9917331813607636,"The Beach, Airey's Inlet, Victoria",[between 1920 and 1954?],1920,1954,IE881833,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE881833:FL21254735.jpg
Aireys Inlet,9917331803607636,"The Beach, Airey's Inlet, Victoria",[between 1920 and 1954?],1920,1954,IE898927,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE898927:FL21242489.jpg
Aireys Inlet,9917331793607636,"Split Point, Airey's Inlet, Victoria",[between 1920 and 1954?],1920,1954,IE892136,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE892136:FL21254691.jpg
Aireys Inlet,9917331943607636,"Looking To The Big Hill, Near Airey's Inlet, Vic. / Rose Stereograph Company.",[between 1920 and 1954?],1920,1954,IE882135,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE882135:FL21241609.jpg
Aireys Inlet,9917331913607636,"Looking To Airey's Inlet, From ""Eastern View,"" Vic. / Rose Stereograph Company.",[between 1920 and 1954?],1920,1954,IE892604,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE892604:FL21256307.jpg
Aireys Inlet,9917331863607636,"Eagle Rock, Airey's Inlet, Victoria / Rose Stereograph Company.",[between 1920 and 1954?],1920,1954,IE892660,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE892660:FL21254819.jpg
Aireys Inlet,9916417843607636,"THE BEACH, AIREYS INLET, VIC. [picture]",[c1920-1954],1954,1954,IE879646,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE879646:FL21259029.jpg
Albert Park,9938854903607636,"Aerial view over Albert Park, Victoria.",15 February 1951,1951,1951,IE21717600,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21717600:FL21782750.jpg
Albert Park,9938854893607636,"Aerial view from Albert Park, Victoria.",17 December 1950,1950,1950,IE21718195,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21718195:FL21782980.jpg
Albert Park,9938854883607636,"Aerial view from Albert Park, Victoria.",14 October 1950,1950,1950,IE21718845,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21718845:FL21783584.jpg
Albert Park,9938854873607636,"Aerial view from Albert Park, Victoria.",3 December 1949,1949,1949,IE21717805,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21717805:FL21783284.jpg
Albert Park,9917724323607636,"BEACH & SEA BATHS, ALBERT PARK, VIC. [picture]",[c1920-1954],1954,1954,IE888426,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE888426:FL21249115.jpg
Albert Park,9917704453607636,"St. Vincent Gardens, Albert Park, Vic.",[between 1920 and 1954?],1920,1954,IE870775,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE870775:FL21249523.jpg
Albert Park,9917677693607636,"The Esplanade, Albert Park, Vic.",[between 1920 and 1954?],1920,1954,IE876846,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE876846:FL21248425.jpg
Albert Park,9917677113607636,"The Bowling Green, Albert Park, Vic.",[between 1920 and 1954?],1920,1954,IE893819,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE893819:FL21255743.jpg
Albert Park,9916912593607636,"THE ALBERT PARK LAGOON, NEAR MELBOURNE [picture]","February 29, 1872.",1872,1872,IE845047,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE845047:FL21061437.jpg
Albert Park,9917677133607636,"The Lake, Albert Park, Vic.",[between 1920 and 1954?],1920,1954,IE888062,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE888062:FL21255379.jpg
Alberton,9917734133607636,Alberton [picture],"January. 1, 1892.",1892,1892,IE614303,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE614303:FL21071827.jpg
Alberton,9917432853607636,"[Alberton Shire Offices, Yarram] [picture]","[February, 1947]",1947,1947,IE1028827,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1028827:FL20935671.jpg
Albion,9918066923607636,Albion Fire Brigade [picture],1890.,1890,1890,IE1138468,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1138468:FL21004209.jpg
Alexandra,9939653276907636,Alexandra.,[between 1945 and 1954],1945,1954,IE1063159,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1063159:FL20939657.jpg
Alexandra,9939652204307636,Alexandra.,[between 1945 and 1954],1945,1954,IE1025915,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1025915:FL20934851.jpg
Alexandra,9939651550707636,Alexandra.,[between 1945 and 1954],1945,1954,IE1042597,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1042597:FL20934119.jpg
Alexandra,9917415443607636,[Alexandra Gardens.] [picture],[ca. 1945-ca. 1954],1945,1954,IE1025171,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1025171:FL20937331.jpg
Alexandra,9917686383607636,"GRANT STREET ALEXANDRA, VIC. [picture]",[c1920-1954],1954,1954,IE889300,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE889300:FL21257871.jpg
Alexandra,9917662013607636,"The War Memorial, In The Gardens, Alexandra, Vic.",[between 1920 and 1954?],1920,1954,IE884591,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE884591:FL21255945.jpg
Alexandra,9917411643607636,[Alexandra Township.] [picture],[ca. 1945-ca. 1954],1945,1954,IE1059063,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1059063:FL20935147.jpg
Alexandra,9917055363607636,Alexandra Post Office [picture],[1917-1930],1917,1930,IE527016,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE527016:FL21225020.jpg
Alexandra,9917055203607636,Alexandra Post Office [picture],[1917-1930],1917,1930,IE526553,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE526553:FL21225032.jpg
Alexandra,9922958713607636,"Acheron Cutting, Alexandra [picture].",[ca. 1920-ca. 1930],1920,1930,IE1865957,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1865957:FL21118344.jpg
Alexandra,9922805113607636,"Alexandra, Vic. [picture] / J. H. H.",[between 1875 and 1938],1875,1938,IE730606,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE730606:FL21239699.jpg
Alexandra,9918040343607636,[Alexandra] [picture] / T. A. Fox.,[ca. 1925].,1925,1925,IE1281484,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1281484:FL20973637.jpg
Alexandra,9918040313607636,[Alexandra] [picture] / T. A. Fox.,[ca. 1925].,1925,1925,IE1395415,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1395415:FL20994346.jpg
Alexandra,9917860103607636,"Rubicon River, Alexandra [picture]",[ca. 1908],1908,1908,IE1461036,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1461036:FL21000430.jpg
Alexandra,9939669873807636,"Band Stand and maypoles, Leckie Park, Alexandra, Vic.",[ca. 1910- ca. 1920].,1910,1920,IE1128669,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1128669:FL20943294.jpg
Alexandra,9939654566807636,"Band Stand and maypoles, Leckie Park, Alexandra, Vic.",[ca. 1910- ca. 1920].,1910,1920,IE1146500,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1146500:FL20947668.jpg
Alexandra,9922783983607636,"[Shamrock Hotel, Alexandra, Vic.] [picture].",[ca. 1910-ca. 1915].,1910,1915,IE1226942,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1226942:FL20960067.jpg
Alexandra,9922783633607636,"[Unidentified building, possibly hospital, Alexandra, Vic.] [picture].",[ca. 1913].,1913,1913,IE1135695,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1135695:FL20942033.jpg
Alexandra,9939661567307636,"Post Office and law courts, Alexandra, Vic.",1910/1930,1910,1930,IE1126415,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1126415:FL20939457.jpg
Alexandra,9939651660407636,"Post Office and law courts, Alexandra, Vic.",1910/1930,1910,1930,IE1127198,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1127198:FL20940109.jpg
Alexandra,9935172343607636,"Grant Street, Alexandra, Victoria.",[1880?],1880,1880,IE1921996,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1921996:FL21136344.jpg
Alexandra,9923254183607636,"[Post Office and law courts, Alexandra, Vic.] [picture].",[ca. 1910-ca. 1930].,1910,1930,IE1134283,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1134283:FL20942045.jpg
Alexandra,9922784023607636,"Downey Street, Alexandra, Vic.] [picture].",[ca. 1910-ca. 1915].,1910,1915,IE1133813,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1133813:FL20944938.jpg
Alexandra,9917973353607636,[Bush landscape with trees near Alexandra] [picture] / Lindsay G. Cumming.,[ca. 1920-ca. 1940],1920,1940,IE1173000,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1173000:FL20955519.jpg
Alexandra,9917324903607636,"River Scene, Alexandra, Vic.",[between 1920 and 1954?],1920,1954,IE897287,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE897287:FL21255677.jpg
Alexandra,9922838693607636,"[Grant Street,  Alexandra, Vic.] [picture] / L.G.C.",[ca. 1910-ca. 1930].,1910,1930,IE1146922,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1146922:FL20948520.jpg
Alexandra,9922838673607636,"Alexandra Library and Shire Hall, Vic.] [picture].",[ca. 1910-ca. 1930].,1910,1930,IE1143908,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1143908:FL20948987.jpg
Alexandra,9922838643607636,"[Barton's Corner, Alexandra, Vic.] [picture].",[ca. 1910-ca. 1930].,1910,1930,IE1139353,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1139353:FL20944406.jpg
Alexandra,9922810443607636,"F. Wheeler, Chemist and Dentist, [Alexandra, Vic.] [picture].",[ca. 1910-ca. 1915].,1910,1915,IE1129846,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1129846:FL20942885.jpg
Alexandra,9922783953607636,"Grant Street, Alexandra, [Vic.] [picture].",[ca. 1920-ca. 1930].,1920,1930,IE1135552,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1135552:FL20945086.jpg
Alexandra,9922783923607636,"Grant Street, Alexandra, [Vic.] [picture] / L.G.C.",[ca. 1910-ca. 1930].,1910,1930,IE1129228,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1129228:FL20942692.jpg
Alexandra,9922783893607636,"[Grant Street, Alexandra looking south, Vic.] [picture].",[ca. 1910-ca. 1930].,1910,1930,IE1157545,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1157545:FL20950924.jpg
Alexandra,9922783803607636,"Alexandra 40 years ago, [Vic.] [picture] / L.G.C.",[ca. 1915].,1915,1915,IE1133658,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1133658:FL20943438.jpg
Alexandra,9917977613607636,Rubicon Forest Alexandra [picture] / Lindsay G. Cumming.,[ca. 1910-ca. 1920],1910,1920,IE1149155,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1149155:FL20952290.jpg
Alexandra,9917971013607636,"[Goulburn River, near Alexandra] [picture] / Lindsay G. Cumming.",[ca. 1910-ca. 1940],1910,1940,IE1149293,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1149293:FL20953236.jpg
Alexandra,9916780783607636,"Scene near Alexandra, Victoria.",[circa 1906],1906,1906,IE517102,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE517102:FL20879257.jpg
Alexandra,9939667603107636,"Alexandra Cricket Club, Alexandra, Vic.",1941/1949,1941,1949,IE1133635,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1133635:FL20943146.jpg
Allans Flat,9917333203607636,"The Pool, Allan's Flat, Near Yackandandah, Vic.",[between 1920 and 1954?],1920,1954,IE874987,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE874987:FL21251717.jpg
Allenvale,9918041093607636,"At ""Allenvale"" (The strawberry cottage) [Vic.] [picture].",1925 - 1927,1925,1927,IE1876794,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1876794:FL21101956.jpg
Alphington,9917315783607636,Old Heidelburg Rd [i.e. Heidelberg Road] [picture] / Victor Cobb.,1914.,1914,1914,IE1378402,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1378402:FL20897471.jpg
Alphington,9933846763607636,"Aerial view of Heidelberg Road looking south, Victoria.",[1950?],1950,1950,IE1854263,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1854263:FL21131884.jpg
Alphington,9918068323607636,"Alphington Grade V, 1952 [picture].",ca. 1952.,1952,1952,IE1875971,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1875971:FL21105662.jpg
Alphington,9918006143607636,"[View of the Yarra River, at Alphington?] [picture] / G. Wolfram.",1874 - 1875,1874,1875,IE1882215,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1882215:FL21103306.jpg
Alphington,9916570443607636,Back of our house Darebin Creek W. Melbourne 1841. [art original],1841.,1841,1841,IE1411510,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1411510:FL20896273.jpg
Alphington,9939657314607636,Premises of Henry Williams & Sons Pty Ltd Jam & Sauce Manufacturers,[ca. 1930-1949],1930,1949,IE1410111,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1410111:FL20763848.jpg
Alphington,9939650409807636,Premises of Henry Williams & Sons Pty Ltd Jam & Sauce Manufacturers,[ca. 1930-1949],1930,1949,IE1909139,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1909139:FL21109920.jpg
Alphington,9916737103607636,Alphington [art original],1842.,1842,1842,IE1322735,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1322735:FL20896197.jpg
Alphington,9916543733607636,Front view of Stanney - February 1842 - [art original],"Feb., 1842.",1842,1842,IE1422932,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1422932:FL20888609.jpg
Altona,9939667888107636,Car No. 9 racing at Altona,[between 1950 and 1954?],1950,1954,IE5606413,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE5606413:FL21130380.jpg
Altona,9939666426907636,Car No. 10 racing at Altona,[between 1950 and 1954?],1950,1954,IE1866676,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1866676:FL21130418.jpg
Altona,9939659305507636,Car No. 10 racing at Altona,[between 1950 and 1954?],1950,1954,IE5734585,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE5734585:FL21130456.jpg
Altona,9939657034707636,"Luly home, buildings and views around Altona, Victoria.",1924.,1924,1924,IE21238116,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21238116:FL21259211.jpg
Altona,9939656759407636,Car No. 9 racing at Altona,[between 1950 and 1954?],1950,1954,IE1902791,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1902791:FL21130338.jpg
Altona,9939655831507636,Car No. 9 racing at Altona,[between 1950 and 1954?],1950,1954,IE5692736,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE5692736:FL21130298.jpg
Altona,9939655083307636,Car No. 9 racing at Altona,[between 1950 and 1954?],1950,1954,IE5688867,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE5688867:FL21130266.jpg
Altona,9939653213107636,Car No. 9 racing at Altona,[between 1950 and 1954?],1950,1954,IE5770349,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE5770349:FL21130222.jpg
Altona,9939650580707636,"Luly home, buildings and views around Altona, Victoria.",1924.,1924,1924,IE21237686,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21237686:FL21260039.jpg
Altona,9939650580207636,"Luly home, buildings and views around Altona, Victoria.",1924.,1924,1924,IE21237786,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21237786:FL21259443.jpg
Altona,9939650579907636,"Luly home, buildings and views around Altona, Victoria.",1924,1924,1924,IE21237811,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21237811:FL21259847.jpg
Altona,9939650579807636,"Presentation of boats to W. H. Luly, by the Lands Inspectors on his retirement from the Public Service.",March 1931.,1931,1931,IE21237826,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21237826:FL21259339.jpg
Altona,9939650579507636,"Luly home, buildings and views around Altona, Victoria.",1924.,1924,1924,IE21237901,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21237901:FL21259595.jpg
Altona,9939650578907636,"Luly home, buildings and views around Altona, Victoria.",1924,1924,1924,IE21237996,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21237996:FL21259483.jpg
Altona,9939650149807636,"Luly home, buildings and views around Altona, Victoria.",1924,1924,1924,IE21238396,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21238396:FL21259531.jpg
Altona,9939649975707636,"Presentation of boats to W. H. Luly, by the Lands Inspectors on his retirement from the Public Service.",March 1931.,1931,1931,IE21237357,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE21237357:FL21259923.jpg
Amherst,9919117663607636,"""Teenagers"" of the ""staid"" old days! [Picnic scene] [picture].",[ca. 1900],1900,1900,IE1902967,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1902967:FL21107728.jpg
Amphitheatre,9939662744507636,"Amphitheatre, Victoria.",[between 1922 and 1929],1922,1929,IE1491467,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1491467:FL20778962.jpg
Amphitheatre,9939661584707636,"Amphitheatre, Victoria.",[between 1922 and 1929],1922,1929,IE1321323,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1321323:FL20780400.jpg
Anglesea,9939665194107636,"""ANGLECREST, ANGLESEA, VIC.""",[between 1920 and 1954?],1920,1954,IE894157,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE894157:FL21253365.jpg
Anglesea,9939654137707636,"""ANGLECREST, ANGLESEA, VIC.""",[between 1920 and 1954?],1920,1954,IE865214,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE865214:FL21241141.jpg
Anglesea,9917699743607636,"""Debonair"", Anglesea, Vic.",[between 1920 and 1954?],1920,1954,IE870327,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE870327:FL21241971.jpg
Anglesea,9917691773607636,"THE CAMPING GROUND, ANGLESEA, VIC. [picture]",[c1920-1954],1954,1954,IE875842,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE875842:FL21251135.jpg
Anglesea,9917331473607636,"View At Anglesea, Showing ""Debonair"" Anglesea, Vic.",[between 1920 and 1954?],1920,1954,IE897839,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE897839:FL21242227.jpg
Anglesea,9917331333607636,"Anglesea Hotel, Anglesea, Vic.",[between 1920 and 1954?],1920,1954,IE898053,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE898053:FL21251993.jpg
Anglesea,9916797193607636,"Approach to Anglesea from Geelong, Vic.",[circa 1950],1950,1950,IE420247,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE420247:FL20805774.jpg
Anglesea,9916797123607636,"View from Anglesea Hotel, Anglesea, Vic.",[circa 1915],1915,1915,IE526362,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE526362:FL20806049.jpg
Anglesea,9923012553607636,"At Anglesea, Victoria [picture] / J. H. Harvey.",[between 1875 and 1938],1875,1938,IE623839,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE623839:FL21277691.jpg
Anglesea,9918040763607636,"The beach, Anglesea [Vic.] [picture].",1931,1931,1931,IE1906734,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1906734:FL21104788.jpg
Anglesea,9917691863607636,"""THE FOUR KINGS"" ROADHOUSE, ANGELSEA, VIC. [picture]",[c1920-1954],1954,1954,IE873709,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE873709:FL21258133.jpg
