mms,title,lds19,publisher,format,genre,lds03,trove_note,trove_url,place_x,placename,place_y,corrected,possible,placename_corrected,placename_upper,State,Municipality,Name Id,Place Name,Place Name Status,Feature Type Code,Feature Type,Longitude,Latitude,Place Id,feature_order
9933484943607636,Hawthorn & Camberwell citizen (Online) | Hawthorn & Camberwell citizen.,1914-1914,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Hawthorn | Australia--Victoria--Camberwell,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title322,Australia--Victoria--Hawthorn,Hawthorn,,,,Hawthorn,HAWTHORN,VIC,BOROONDARA CITY,101436.0,Hawthorn,REGISTERED,LOCB,LOCALITY,145.0306332,-37.8286033,101422.0,1.0
9933484943607636,Hawthorn & Camberwell citizen (Online) | Hawthorn & Camberwell citizen.,1914-1914,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Hawthorn | Australia--Victoria--Camberwell,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title322,Australia--Victoria--Camberwell,Camberwell,,,,Camberwell,CAMBERWELL,VIC,BOROONDARA CITY,100632.0,CAMBERWELL,REGISTERED,LOCB,LOCALITY,145.0729552,-37.8390545,100618.0,1.0
9933484873607636,Gippslander and Mirboo times (Online) | The Gippslander and Mirboo times.,1914-1918,Canberra National Library of Australia,1 online resource.,Newspapers,Australia--Victoria--Gippsland | Australia--Victoria--Mirboo,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title561,Australia--Victoria--Gippsland,Gippsland,Australia--Victoria--Gippsland,,wikidata,Gippsland,GIPPSLAND,,,,,,,,,,,
9933484873607636,Gippslander and Mirboo times (Online) | The Gippslander and Mirboo times.,1914-1918,Canberra National Library of Australia,1 online resource.,Newspapers,Australia--Victoria--Gippsland | Australia--Victoria--Mirboo,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title561,Australia--Victoria--Mirboo,Mirboo,,,,Mirboo,MIRBOO,VIC,SOUTH GIPPSLAND SHIRE,102071.0,MIRBOO,REGISTERED,LOCB,LOCALITY,146.2260635,-38.483123,102057.0,1.0
9933484863607636,Gippsland standard and Alberton Shire representative (Online) | Gippsland standard and Alberton Shire representative.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers | Electronic journals,Australia--Victoria--Gippsland | Australia--Victoria--Alberton,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title560,Australia--Victoria--Gippsland,Gippsland,Australia--Victoria--Gippsland,,wikidata,Gippsland,GIPPSLAND,,,,,,,,,,,
9933484863607636,Gippsland standard and Alberton Shire representative (Online) | Gippsland standard and Alberton Shire representative.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers | Electronic journals,Australia--Victoria--Gippsland | Australia--Victoria--Alberton,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title560,Australia--Victoria--Alberton,Alberton,,,,Alberton,ALBERTON,VIC,WELLINGTON SHIRE,100134.0,ALBERTON,REGISTERED,LOCB,LOCALITY,146.66667,-38.6131878,100120.0,1.0
9933484853607636,Gippsland mercury (Online) | The Gippsland mercury.,1871-1918,Canberra : National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Gippsland | Australia--Victoria--Sale,"Issues available online Jan. 2, 1871-Dec. 31, 1918",http://nla.gov.au/nla.news-title316,Australia--Victoria--Gippsland,Gippsland,Australia--Victoria--Gippsland,,wikidata,Gippsland,GIPPSLAND,,,,,,,,,,,
9933484853607636,Gippsland mercury (Online) | The Gippsland mercury.,1871-1918,Canberra : National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Gippsland | Australia--Victoria--Sale,"Issues available online Jan. 2, 1871-Dec. 31, 1918",http://nla.gov.au/nla.news-title316,Australia--Victoria--Sale,Sale,,,,Sale,SALE,VIC,WELLINGTON SHIRE,102684.0,SALE,REGISTERED,LOCB,LOCALITY,147.070689,-38.1060898,102670.0,1.0
9933484843607636,"Gippsland independent, Buln Buln, Warragul, Berwick, Poowong & Jeetho Shire advocate (Online) | Gippsland independent, Buln Buln, Warragul, Berwick, Poowong & Jeetho Shire advocate.",1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers | Electronic journals,Australia--Victoria--Gippsland | Australia--Victoria--Berwick,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title559,Australia--Victoria--Gippsland,Gippsland,Australia--Victoria--Gippsland,,wikidata,Gippsland,GIPPSLAND,,,,,,,,,,,
9933484843607636,"Gippsland independent, Buln Buln, Warragul, Berwick, Poowong & Jeetho Shire advocate (Online) | Gippsland independent, Buln Buln, Warragul, Berwick, Poowong & Jeetho Shire advocate.",1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers | Electronic journals,Australia--Victoria--Gippsland | Australia--Victoria--Berwick,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title559,Australia--Victoria--Berwick,Berwick,,,,Berwick,BERWICK,VIC,CASEY CITY,100365.0,BERWICK,REGISTERED,LOCB,LOCALITY,145.3486485,-38.0420842,100351.0,1.0
9933484823607636,Foster mirror and South Gippsland Shire advocate (Online) | Foster mirror and South Gippsland Shire advocate.,1914-1918,Canberra National Library of Australia,1 online resource.,Newspapers | Electronic journals,Australia--Victoria--Foster | Australia--Victoria--South Gippsland,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title557,Australia--Victoria--Foster,Foster,,,,Foster,FOSTER,VIC,SOUTH GIPPSLAND SHIRE,101193.0,FOSTER,REGISTERED,LOCB,LOCALITY,146.21041,-38.6758352,101179.0,1.0
9933484823607636,Foster mirror and South Gippsland Shire advocate (Online) | Foster mirror and South Gippsland Shire advocate.,1914-1918,Canberra National Library of Australia,1 online resource.,Newspapers | Electronic journals,Australia--Victoria--Foster | Australia--Victoria--South Gippsland,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title557,Australia--Victoria--South Gippsland,South Gippsland,Australia--Victoria--South Gippsland,South Gippsland Shire,,South Gippsland Shire,SOUTH GIPPSLAND SHIRE,VIC,SOUTH GIPPSLAND SHIRE,24740.0,SOUTH GIPPSLAND SHIRE,REGISTERED,LGA,LOCAL GOVERNMENT AREA,146.0426446,-38.5865147,30492.0,2.0
9933484773607636,"Essendon gazette and Keilor, Bulla and Broadmeadows reporter (1905 : Online) | The Essendon gazette and Keilor, Bulla & Broadmeadows reporter.",1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Essendon | Australia--Victoria--Moonee Ponds,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title242,Australia--Victoria--Essendon,Essendon,,,,Essendon,ESSENDON,VIC,MOONEE VALLEY CITY,101127.0,Essendon,REGISTERED,LOCB,LOCALITY,144.9122686,-37.7492166,101113.0,1.0
9933484773607636,"Essendon gazette and Keilor, Bulla and Broadmeadows reporter (1905 : Online) | The Essendon gazette and Keilor, Bulla & Broadmeadows reporter.",1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Essendon | Australia--Victoria--Moonee Ponds,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title242,Australia--Victoria--Moonee Ponds,Moonee Ponds,,,,Moonee Ponds,MOONEE PONDS,VIC,MOONEE VALLEY CITY,102123.0,MOONEE PONDS,REGISTERED,LOCB,LOCALITY,144.9197547,-37.7653636,102109.0,1.0
9933484743607636,Dunmunkle standard  (Online) | Dunmunkle standard.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers | Electronic journals,Australia--Victoria--Dunmunkle | Australia--Victoria--Murtoa,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title554,Australia--Victoria--Dunmunkle,Dunmunkle,,,,Dunmunkle,DUNMUNKLE,VIC,YARRIAMBIACK SHIRE,8058.0,DUNMUNKLE,REGISTERED,PRSH,PARISH OR HUNDRED,142.6895898,-36.3954034,2531.0,4.0
9933484743607636,Dunmunkle standard  (Online) | Dunmunkle standard.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers | Electronic journals,Australia--Victoria--Dunmunkle | Australia--Victoria--Murtoa,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title554,Australia--Victoria--Murtoa,Murtoa,,,,Murtoa,MURTOA,VIC,YARRIAMBIACK SHIRE,102245.0,MURTOA,REGISTERED,LOCB,LOCALITY,142.48168,-36.5963973,102231.0,1.0
9933484733607636,Dookie & Katamatite recorder (Online) | The Dookie & Katamatite recorder.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Dookie | Australia--Victoria--Katamatite,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title553,Australia--Victoria--Dookie,Dookie,,,,Dookie,DOOKIE,VIC,GREATER SHEPPARTON CITY,100997.0,DOOKIE,REGISTERED,LOCB,LOCALITY,145.7061299,-36.3325616,100983.0,1.0
9933484733607636,Dookie & Katamatite recorder (Online) | The Dookie & Katamatite recorder.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Dookie | Australia--Victoria--Katamatite,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title553,Australia--Victoria--Katamatite,Katamatite,,,,Katamatite,KATAMATITE,VIC,MOIRA SHIRE,101616.0,KATAMATITE,REGISTERED,LOCB,LOCALITY,145.6967345,-36.068493,101602.0,1.0
9933484693607636,Coleraine Albion and western advertiser (Online) | Coleraine Albion and western advertiser.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Coleraine | Australia--Victoria--Albion,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title547,Australia--Victoria--Coleraine,Coleraine,,,,Coleraine,COLERAINE,VIC,SOUTHERN GRAMPIANS SHIRE,100810.0,COLERAINE,REGISTERED,LOCB,LOCALITY,141.6936907,-37.5836385,100796.0,1.0
9933484693607636,Coleraine Albion and western advertiser (Online) | Coleraine Albion and western advertiser.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Coleraine | Australia--Victoria--Albion,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title547,Australia--Victoria--Albion,Albion,,,,Albion,ALBION,VIC,BRIMBANK CITY,100136.0,ALBION,REGISTERED,LOCB,LOCALITY,144.8167345,-37.7757333,100122.0,1.0
9933484663607636,Cobden times and Heytesbury advertiser (Online) | The Cobden times and Heytesbury advertiser.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Cobden | Australia--Victoria--Heytesbury Region,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title544,Australia--Victoria--Cobden,Cobden,,,,Cobden,COBDEN,VIC,CORANGAMITE SHIRE,100784.0,COBDEN,REGISTERED,LOCB,LOCALITY,143.0876887,-38.3328856,100770.0,1.0
9933484663607636,Cobden times and Heytesbury advertiser (Online) | The Cobden times and Heytesbury advertiser.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Cobden | Australia--Victoria--Heytesbury Region,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title544,Australia--Victoria--Heytesbury Region,Heytesbury Region,Australia--Victoria--Heytesbury Region,Heytesbury,,Heytesbury,HEYTESBURY,VIC,UNINCORPORATED,11663.0,HEYTESBURY,REGISTERED,CNTY,COUNTY,143.00126,-38.4984589,30395.0,3.0
9933484613607636,Camberwell & Hawthorn advertiser (Online) | Camberwell & Hawthorn advertiser.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Camberwell | Australia--Victoria--Hawthorn,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title750,Australia--Victoria--Camberwell,Camberwell,,,,Camberwell,CAMBERWELL,VIC,BOROONDARA CITY,100632.0,CAMBERWELL,REGISTERED,LOCB,LOCALITY,145.0729552,-37.8390545,100618.0,1.0
9933484613607636,Camberwell & Hawthorn advertiser (Online) | Camberwell & Hawthorn advertiser.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Camberwell | Australia--Victoria--Hawthorn,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title750,Australia--Victoria--Hawthorn,Hawthorn,,,,Hawthorn,HAWTHORN,VIC,BOROONDARA CITY,101436.0,Hawthorn,REGISTERED,LOCB,LOCALITY,145.0306332,-37.8286033,101422.0,1.0
9933484603607636,Bunyip free press and Berwick Shire guardian (Online) | The Bunyip free press and Berwick Shire guardian.,1914-1915,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Bunyip | Australia--Victoria--Berwick,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title539,Australia--Victoria--Bunyip,Bunyip,,,,Bunyip,BUNYIP,VIC,CARDINIA SHIRE,100584.0,BUNYIP,REGISTERED,LOCB,LOCALITY,145.7226635,-38.1020374,100570.0,1.0
9933484603607636,Bunyip free press and Berwick Shire guardian (Online) | The Bunyip free press and Berwick Shire guardian.,1914-1915,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Bunyip | Australia--Victoria--Berwick,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title539,Australia--Victoria--Berwick,Berwick,,,,Berwick,BERWICK,VIC,CASEY CITY,100365.0,BERWICK,REGISTERED,LOCB,LOCALITY,145.3486485,-38.0420842,100351.0,1.0
9933484593607636,"Bruthen and Tambo times (Online) | Bruthen and Tambo times : and Buchan, Cuninghame and Tambo Valley news.",1914-1919,Canberra : National Library of Australia,1 online resource : illustrations.,,Australia--Victoria--Bruthen | Australia--Victoria--Tambo,"Issues available online January 14, 1914-March 27, 1919",http://nla.gov.au/nla.news-title538,Australia--Victoria--Bruthen,Bruthen,,,,Bruthen,BRUTHEN,VIC,EAST GIPPSLAND SHIRE,100529.0,BRUTHEN,REGISTERED,LOCB,LOCALITY,147.8619384,-37.7076642,100515.0,1.0
9933484593607636,"Bruthen and Tambo times (Online) | Bruthen and Tambo times : and Buchan, Cuninghame and Tambo Valley news.",1914-1919,Canberra : National Library of Australia,1 online resource : illustrations.,,Australia--Victoria--Bruthen | Australia--Victoria--Tambo,"Issues available online January 14, 1914-March 27, 1919",http://nla.gov.au/nla.news-title538,Australia--Victoria--Tambo,Tambo,,,,Tambo,TAMBO,VIC,UNINCORPORATED,26021.0,TAMBO,REGISTERED,CNTY,COUNTY,148.0845887,-37.4984593,30408.0,3.0
9933484583607636,Brunswick & Coburg star (Online) | Brunswick & Coburg star.,1914-1916,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Brunswick | Australia--Victoria--Coburg,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title780,Australia--Victoria--Brunswick,Brunswick,,,,Brunswick,BRUNSWICK,VIC,MORELAND CITY,100526.0,BRUNSWICK,REGISTERED,LOCB,LOCALITY,144.9628608,-37.7666787,100512.0,1.0
9933484583607636,Brunswick & Coburg star (Online) | Brunswick & Coburg star.,1914-1916,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Brunswick | Australia--Victoria--Coburg,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title780,Australia--Victoria--Coburg,Coburg,,,,Coburg,COBURG,VIC,MORELAND CITY,100791.0,COBURG,REGISTERED,LOCB,LOCALITY,144.964502,-37.7438163,100777.0,1.0
9933484573607636,Brunswick & Coburg leader (Online) | The Brunswick & Coburg leader.,1914-1929,Canberra : National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Brunswick | Australia--Victoria--Coburg,"Issues available online Jan. 2, 1914-Mar. 15, 1929",http://nla.gov.au/nla.news-title293,Australia--Victoria--Brunswick,Brunswick,,,,Brunswick,BRUNSWICK,VIC,MORELAND CITY,100526.0,BRUNSWICK,REGISTERED,LOCB,LOCALITY,144.9628608,-37.7666787,100512.0,1.0
9933484573607636,Brunswick & Coburg leader (Online) | The Brunswick & Coburg leader.,1914-1929,Canberra : National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Brunswick | Australia--Victoria--Coburg,"Issues available online Jan. 2, 1914-Mar. 15, 1929",http://nla.gov.au/nla.news-title293,Australia--Victoria--Coburg,Coburg,,,,Coburg,COBURG,VIC,MORELAND CITY,100791.0,COBURG,REGISTERED,LOCB,LOCALITY,144.964502,-37.7438163,100777.0,1.0
9933484553607636,Boort standard and Quambatook herald (Online) | The Boort standard and Quambatook herald.,1914-1915,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Boort | Australia--Victoria--Quambatook,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title537,Australia--Victoria--Boort,Boort,,,,Boort,BOORT,VIC,LODDON SHIRE,100454.0,BOORT,REGISTERED,LOCB,LOCALITY,143.7514948,-36.1235702,100440.0,1.0
9933484553607636,Boort standard and Quambatook herald (Online) | The Boort standard and Quambatook herald.,1914-1915,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Boort | Australia--Victoria--Quambatook,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title537,Australia--Victoria--Quambatook,Quambatook,,,,Quambatook,QUAMBATOOK,VIC,GANNAWARRA SHIRE,102568.0,QUAMBATOOK,REGISTERED,LOCB,LOCALITY,143.5264016,-35.8418104,102554.0,1.0
9933484543607636,Birchip advertiser and Watchem sentinel (Online) | The Birchip advertiser and Watchem sentinel.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Birchip | Australia--Victoria--Watchem,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title536,Australia--Victoria--Birchip,Birchip,,,,Birchip,BIRCHIP,VIC,BULOKE SHIRE,100390.0,BIRCHIP,REGISTERED,LOCB,LOCALITY,142.925496,-35.9973202,100376.0,1.0
9933484543607636,Birchip advertiser and Watchem sentinel (Online) | The Birchip advertiser and Watchem sentinel.,1914-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Birchip | Australia--Victoria--Watchem,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title536,Australia--Victoria--Watchem,Watchem,,,,Watchem,WATCHEM,VIC,BULOKE SHIRE,103253.0,WATCHEM,REGISTERED,LOCB,LOCALITY,142.874186,-36.1493558,103239.0,1.0
9933484533607636,Beulah record and Mallee advocate (Online) | Beulah record and Mallee advocate.,1914-1914,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Beulah | Australia--Victoria--Mallee,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title785,Australia--Victoria--Beulah,Beulah,,,,Beulah,BEULAH,VIC,YARRIAMBIACK SHIRE,100373.0,BEULAH,REGISTERED,LOCB,LOCALITY,142.3948128,-35.9147565,100359.0,1.0
9933484533607636,Beulah record and Mallee advocate (Online) | Beulah record and Mallee advocate.,1914-1914,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Beulah | Australia--Victoria--Mallee,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title785,Australia--Victoria--Mallee,Mallee,Australia--Victoria--Mallee,,wikidata,Mallee,MALLEE,,,,,,,,,,,
9933484433607636,Avoca mail (Online) | The Avoca mail : and Pyrenees district advertiser.,1863-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers | newspapers,Australia--Victoria--Avoca | Australia--Victoria--Pyrenees,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title756,Australia--Victoria--Avoca,Avoca,,,,Avoca,AVOCA,VIC,PYRENEES SHIRE,100213.0,AVOCA,REGISTERED,LOCB,LOCALITY,143.4729,-37.069603,100199.0,1.0
9933484433607636,Avoca mail (Online) | The Avoca mail : and Pyrenees district advertiser.,1863-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers | newspapers,Australia--Victoria--Avoca | Australia--Victoria--Pyrenees,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title756,Australia--Victoria--Pyrenees,Pyrenees,Australia--Victoria--Pyrenees,Pyrenees Shire,,Pyrenees Shire,PYRENEES SHIRE,VIC,PYRENEES SHIRE,21977.0,PYRENEES SHIRE,REGISTERED,LGA,LOCAL GOVERNMENT AREA,143.4390341,-37.3254034,30490.0,2.0
9933484403607636,"Telegraph, St. Kilda, Prahran and South Yarra guardian (Online) | The telegraph, St. Kilda, Prahran and South Yarra guardian.",1866-1888,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Prahran | Australia--Victoria--South Yarra,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title383,Australia--Victoria--Prahran,Prahran,,,,Prahran,PRAHRAN,VIC,STONNINGTON CITY,102553.0,PRAHRAN,REGISTERED,LOCB,LOCALITY,145.002358,-37.8515283,102539.0,1.0
9933484403607636,"Telegraph, St. Kilda, Prahran and South Yarra guardian (Online) | The telegraph, St. Kilda, Prahran and South Yarra guardian.",1866-1888,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Prahran | Australia--Victoria--South Yarra,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title383,Australia--Victoria--South Yarra,South Yarra,,,,South Yarra,SOUTH YARRA,VIC,MELBOURNE CITY,102784.0,SOUTH YARRA,REGISTERED,LOCB,LOCALITY,144.9830214,-37.837769,102770.0,1.0
9933484393607636,Gippsland chronicle; and Crooked River and Stringer's Creek advertiser (Online) | The Gippsland chronicle; and Crooked River and Stringer's Creek advertiser.,1866-1866,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Gippsland | Australia--Victoria--Sale,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title848,Australia--Victoria--Gippsland,Gippsland,Australia--Victoria--Gippsland,,wikidata,Gippsland,GIPPSLAND,,,,,,,,,,,
9933484393607636,Gippsland chronicle; and Crooked River and Stringer's Creek advertiser (Online) | The Gippsland chronicle; and Crooked River and Stringer's Creek advertiser.,1866-1866,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Gippsland | Australia--Victoria--Sale,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title848,Australia--Victoria--Sale,Sale,,,,Sale,SALE,VIC,WELLINGTON SHIRE,102684.0,SALE,REGISTERED,LOCB,LOCALITY,147.070689,-38.1060898,102670.0,1.0
9933484373607636,"Record (Emerald Hill, Vic. : Online) | The record : a weekly local journal for the districts of Emerald Hill and Sandridge.",1868-1872,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Emerald Hill | Australia--Victoria--Sandridge,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title527,Australia--Victoria--Emerald Hill,Emerald Hill,,,,Emerald Hill,EMERALD HILL,VIC,PORT PHILLIP CITY,8557.0,EMERALD HILL,REGISTERED,NBHD,NEIGHBOURHOOD,144.9590337,-37.8354035,30647.0,5.0
9933484373607636,"Record (Emerald Hill, Vic. : Online) | The record : a weekly local journal for the districts of Emerald Hill and Sandridge.",1868-1872,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Emerald Hill | Australia--Victoria--Sandridge,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title527,Australia--Victoria--Sandridge,Sandridge,Australia--Victoria--Sandridge,Port Melbourne,,Port Melbourne,PORT MELBOURNE,VIC,PORT PHILLIP CITY,102541.0,PORT MELBOURNE,REGISTERED,LOCB,LOCALITY,144.9329915,-37.8340754,102527.0,1.0
9933484353607636,Riverine herald (Online) | The Riverine herald : Echuca and Moama advertiser.,1869-1954,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Echuca | Australia--Victoria--Moama,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title311,Australia--Victoria--Echuca,Echuca,,,,Echuca,ECHUCA,VIC,CAMPASPE SHIRE,101071.0,ECHUCA,REGISTERED,LOCB,LOCALITY,144.7617993,-36.1550201,101057.0,1.0
9933484353607636,Riverine herald (Online) | The Riverine herald : Echuca and Moama advertiser.,1869-1954,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Echuca | Australia--Victoria--Moama,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title311,Australia--Victoria--Moama,Moama,Australia--Victoria--Moama,,NSW,Moama,MOAMA,,,,,,,,,,,
9933484333607636,Record and Emerald Hill and Sandridge advertiser (Online) | The record and Emerald Hill and Sandridge advertiser.,1872-1881,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Emerald Hill | Australia--Victoria--Sandridge,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title428,Australia--Victoria--Emerald Hill,Emerald Hill,,,,Emerald Hill,EMERALD HILL,VIC,PORT PHILLIP CITY,8557.0,EMERALD HILL,REGISTERED,NBHD,NEIGHBOURHOOD,144.9590337,-37.8354035,30647.0,5.0
9933484333607636,Record and Emerald Hill and Sandridge advertiser (Online) | The record and Emerald Hill and Sandridge advertiser.,1872-1881,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Emerald Hill | Australia--Victoria--Sandridge,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title428,Australia--Victoria--Sandridge,Sandridge,Australia--Victoria--Sandridge,Port Melbourne,,Port Melbourne,PORT MELBOURNE,VIC,PORT PHILLIP CITY,102541.0,PORT MELBOURNE,REGISTERED,LOCB,LOCALITY,144.9329915,-37.8340754,102527.0,1.0
9933484153607636,Ulladulla and Milton times (Online) | The Ulladulla and Milton times.,1891-1917,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Milton | Australia--Victoria--Ulladulla,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title700,Australia--Victoria--Milton,Milton,Australia--Victoria--Milton,,NSW,Milton,MILTON,,,,,,,,,,,
9933484153607636,Ulladulla and Milton times (Online) | The Ulladulla and Milton times.,1891-1917,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Milton | Australia--Victoria--Ulladulla,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title700,Australia--Victoria--Ulladulla,Ulladulla,Australia--Victoria--Ulladulla,,NSW,Ulladulla,ULLADULLA,,,,,,,,,,,
9933484053607636,Blue Mountain gazette (Online) | The Blue Mountain gazette.,1903-1904,Canberra National Library of Australia,volumes : illustrations.,Newspapers,Australia--Victoria--Blue Mountains | Australia--Victoria--Katoomba,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title908,Australia--Victoria--Blue Mountains,Blue Mountains,Australia--Victoria--Blue Mountains,,NSW,Blue Mountains,BLUE MOUNTAINS,,,,,,,,,,,
9933484053607636,Blue Mountain gazette (Online) | The Blue Mountain gazette.,1903-1904,Canberra National Library of Australia,volumes : illustrations.,Newspapers,Australia--Victoria--Blue Mountains | Australia--Victoria--Katoomba,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title908,Australia--Victoria--Katoomba,Katoomba,Australia--Victoria--Katoomba,,NSW,Katoomba,KATOOMBA,,,,,,,,,,,
